Genre,Ranks,Product,Author,Links,Price,Rating,Reviews
"Crime, Thriller & Mystery",2,We Begin at the End: Crime Novel of the Year Award Winner 2021,Chris Whitaker,https://amazon.in/We-Begin-End-Chris-Whitaker-ebook/dp/B07PS3TRBV/ref=zg_bs_1318161031_2/257-3856089-7667249?pd_rd_i=B07PS3TRBV&psc=1,332.50,4.4,"10,053"
"Crime, Thriller & Mystery",3,400 Days,Chetan Bhagat,https://amazon.in/400-Days-Chetan-Bhagat/dp/1542094089/ref=zg_bs_1318161031_3/257-3856089-7667249?pd_rd_i=1542094089&psc=1,151.00,4.4,"7,888"
"Crime, Thriller & Mystery",4,"Lies: From the million-copy Sunday Times bestselling author of THE HOLIDAY, now a major TV drama",T.M. Logan,https://amazon.in/Lies-number-bestselling-psychological-thriller-ebook/dp/B01M0R1Y1J/ref=zg_bs_1318161031_4/257-3856089-7667249?pd_rd_i=B01M0R1Y1J&psc=1,351.38,4.3,"7,370"
"Crime, Thriller & Mystery",5,One Arranged Murder,Chetan Bhagat,https://amazon.in/One-Arranged-Murder-Chetan-Bhagat/dp/1542094135/ref=zg_bs_1318161031_5/257-3856089-7667249?pd_rd_i=1542094135&psc=1,150.00,4.4,"18,374"
"Crime, Thriller & Mystery",6,The Complete Novels of Sherlock Holmes,Arthur Conan Doyle,https://amazon.in/Complete-Novels-Sherlock-Holmes/dp/8175994312/ref=zg_bs_1318161031_6/257-3856089-7667249?pd_rd_i=8175994312&psc=1,165.00,4.5,"12,832"
"Crime, Thriller & Mystery",7,"The Silent Patient: The record-breaking, multimillion copy Sunday Times bestselling thriller and Richard & Judy book club pick",Alex Michaelides,https://amazon.in/Silent-Patient-Alex-Michaelides/dp/1409181634/ref=zg_bs_1318161031_7/257-3856089-7667249?pd_rd_i=1409181634&psc=1,324.00,4.5,"90,195"
"Crime, Thriller & Mystery",8,One Small Mistake: An addictive and heart racing new thriller,Dandy Smith,https://amazon.in/One-Small-Mistake-addictive-thriller-ebook/dp/B09BCJW3QL/ref=zg_bs_1318161031_8/257-3856089-7667249?pd_rd_i=B09BCJW3QL&psc=1,245.62,4.4,"1,827"
"Crime, Thriller & Mystery",9,The Girl in Room 105,Chetan Bhagat,https://amazon.in/Girl-Room-105-Chetan-Bhagat/dp/1542040469/ref=zg_bs_1318161031_9/257-3856089-7667249?pd_rd_i=1542040469&psc=1,137.00,4.4,"16,565"
"Crime, Thriller & Mystery",10,And Then There Were None: The World’s Favourite Agatha Christie Book: The World’s Favourite Agatha Christie Book,Agatha Christie,https://amazon.in/Then-There-Were-None/dp/0008123209/ref=zg_bs_1318161031_10/257-3856089-7667249?pd_rd_i=0008123209&psc=1,172.00,4.6,"17,629"
"Crime, Thriller & Mystery",11,Verity: The thriller that will capture your heart and blow your mind,Colleen Hoover,https://amazon.in/Verity-thriller-that-capture-heart/dp/1408726602/ref=zg_bs_1318161031_11/257-3856089-7667249?pd_rd_i=1408726602&psc=1,364.00,4.4,"48,603"
"Crime, Thriller & Mystery",12,The Adventures of Sherlock Holmes (AmazonClassics Edition),Arthur Conan Doyle,https://amazon.in/Adventures-Sherlock-Holmes-AmazonClassics-ebook/dp/B07NTTQVM3/ref=zg_bs_1318161031_12/257-3856089-7667249?pd_rd_i=B07NTTQVM3&psc=1,129.15,4.6,798
"Crime, Thriller & Mystery",13,The Girl in the Glass Case: Keep your girls safe. Boys safer.,Devashish Sardana,https://amazon.in/Girl-Glass-Case-girls-safer/dp/0143454374/ref=zg_bs_1318161031_13/257-3856089-7667249?pd_rd_i=0143454374&psc=1,199.00,4.5,215
"Crime, Thriller & Mystery",14,Angels and Demons: (Robert Langdon Book 1),Dan Brown,https://amazon.in/Angels-Demons-Robert-Langdon-Brown/dp/0552161268/ref=zg_bs_1318161031_14/257-3856089-7667249?pd_rd_i=0552161268&psc=1,249.00,4.6,"6,641"
"Crime, Thriller & Mystery",15,That Night: Four Friends. Twenty Years. One Haunting Secret.,Nidhi Upadhyay,https://amazon.in/That-Night-Friends-Haunting-Secret/dp/0143451871/ref=zg_bs_1318161031_15/257-3856089-7667249?pd_rd_i=0143451871&psc=1,227.00,4.3,829
"Crime, Thriller & Mystery",16,நிஜத்தின் நிழல்: Nijathin nizhal (Tamil Edition),ஆத்விகா பொம்மு (Aadvika Pommu),https://amazon.in/%E0%AE%A8%E0%AE%BF%E0%AE%9C%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF%E0%AE%A9%E0%AF%8D-%E0%AE%A8%E0%AE%BF%E0%AE%B4%E0%AE%B2%E0%AF%8D-Nijathin-nizhal-Tamil-ebook/dp/B09WKL7B5N/ref=zg_bs_1318161031_16/257-3856089-7667249?pd_rd_i=B09WKL7B5N&psc=1,200.00,4.2,NA
"Crime, Thriller & Mystery",17,SCRIPTED MURDER (Hindi Edition),SANTOSH PATHAK,https://amazon.in/SCRIPTED-MURDER-Hindi-SANTOSH-PATHAK-ebook/dp/B09X37TVX1/ref=zg_bs_1318161031_17/257-3856089-7667249?pd_rd_i=B09X37TVX1&psc=1,99.00,4.3,NA
"Crime, Thriller & Mystery",18,"The Silent Patient: The record-breaking, multimillion copy Sunday Times bestselling thriller and Richard & Judy book club pick",Alex Michaelides,https://amazon.in/Silent-Patient-most-anticipated-thriller-ebook/dp/B07G17DR4X/ref=zg_bs_1318161031_18/257-3856089-7667249?pd_rd_i=B07G17DR4X&psc=1,99.00,4.5,"90,195"
"Crime, Thriller & Mystery",19,The Good Girl's Guide to Murder: Book 1 (A Good Girl’s Guide to Murder): TikTok made me buy it! The first book in the bestselling thriller trilogy (A Good Girl’s Guide to Murder),Holly Jackson,https://amazon.in/Good-Girls-Guide-Murder/dp/1405293187/ref=zg_bs_1318161031_19/257-3856089-7667249?pd_rd_i=1405293187&psc=1,350.00,4.6,"11,400"
"Crime, Thriller & Mystery",20,The Perfect Daughter: An absolutely gripping psychological thriller you won't be able to put down,Alex Stone,https://amazon.in/Perfect-Daughter-absolutely-gripping-psychological-ebook/dp/B09983PPQH/ref=zg_bs_1318161031_20/257-3856089-7667249?pd_rd_i=B09983PPQH&psc=1,68.25,3.9,"1,254"
"Crime, Thriller & Mystery",21,"Anxious People: The No. 1 New York Times bestseller, now a Netflix TV Series",Fredrik Backman,https://amazon.in/Anxious-People-bestseller-author-Called/dp/140593025X/ref=zg_bs_1318161031_21/257-3856089-7667249?pd_rd_i=140593025X&psc=1,353.00,4.6,"32,516"
"Crime, Thriller & Mystery",22,Two Indian Girls: A Murder Mystery Novel (The Kanke Killings Trilogy Book 2),Kumar Kinshuk,https://amazon.in/Two-Indian-Girls-Mystery-Killings-ebook/dp/B094XBGD1G/ref=zg_bs_1318161031_22/257-3856089-7667249?pd_rd_i=B094XBGD1G&psc=1,121.00,3.9,217
"Crime, Thriller & Mystery",23,Dark Matter: The Most Mind-Blowing And Twisted Thriller Of The Year,Blake Crouch,https://amazon.in/Dark-Matter-Mind-Blowing-Twisted-Thriller/dp/144729758X/ref=zg_bs_1318161031_23/257-3856089-7667249?pd_rd_i=144729758X&psc=1,325.00,4.5,"13,125"
"Crime, Thriller & Mystery",24,Six of Crows: Book 1,Leigh Bardugo,https://amazon.in/Six-Crows-Leigh-Bardugo/dp/1780622287/ref=zg_bs_1318161031_24/257-3856089-7667249?pd_rd_i=1780622287&psc=1,434.00,4.7,"17,460"
"Crime, Thriller & Mystery",25,"Bose: The Untold Story of an Inconvenient Nationalist | Subhas Chandra Bose Biography | Penguin Books, Indian History",Chandrachur Ghose,https://amazon.in/Bose-Inconvenient-Nationalist-Chandra-Biography/dp/0670096008/ref=zg_bs_1318161031_25/257-3856089-7667249?pd_rd_i=0670096008&psc=1,598.00,4.9,261
"Crime, Thriller & Mystery",26,The Holiday: NOW A MAJOR TV DRAMA,T.M. Logan,https://amazon.in/Holiday-T-M-Logan-ebook/dp/B07H3VFNLX/ref=zg_bs_1318161031_26/257-3856089-7667249?pd_rd_i=B07H3VFNLX&psc=1,256.50,4.2,"9,829"
"Crime, Thriller & Mystery",27,Sathya Sam,Sathya Sam,https://amazon.in/Deception-Moment-Sathya-Sam-ebook/dp/B09XJ7MDT2/ref=zg_bs_1318161031_27/257-3856089-7667249?pd_rd_i=B09XJ7MDT2&psc=1,123.90,NA,NA
"Crime, Thriller & Mystery",28,Arai Millimeteril Oru Abathu (Tamil Edition),Rajesh Kumar,https://amazon.in/Arai-Millimeteril-Oru-Abathu-Tamil-ebook/dp/B07GQHPS94/ref=zg_bs_1318161031_28/257-3856089-7667249?pd_rd_i=B07GQHPS94&psc=1,366.45,3.2,4
"Crime, Thriller & Mystery",29,Jordan  Silver,Jordan  Silver,https://amazon.in/Life-Rebirth-Jordan-Silver-ebook/dp/B09VLFMDPS/ref=zg_bs_1318161031_29/257-3856089-7667249?pd_rd_i=B09VLFMDPS&psc=1,378.00,NA,NA
"Crime, Thriller & Mystery",30,The Murder of Roger Ackroyd (Poirot),Agatha Christie,https://amazon.in/Murder-Roger-Ackroyd-Poirot/dp/0007527527/ref=zg_bs_1318161031_30/257-3856089-7667249?pd_rd_i=0007527527&psc=1,205.00,4.6,"8,036"
"Crime, Thriller & Mystery",31,The Hidden Hindu,Akshat Gupta,https://amazon.in/Hidden-Hindu-Akshat-Gupta/dp/0143455699/ref=zg_bs_1318161031_31/257-3856089-7667249?pd_rd_i=0143455699&psc=1,200.00,4.4,254
"Crime, Thriller & Mystery",32,Where the Crawdads Sing,Delia Owens,https://amazon.in/Where-Crawdads-Sing-Delia-Owens/dp/1472154665/ref=zg_bs_1318161031_32/257-3856089-7667249?pd_rd_i=1472154665&psc=1,388.00,4.5,"196,447"
"Crime, Thriller & Mystery",33,The Woman in the Window: The Number One Sunday Times bestselling debut crime thriller now a major film on Netflix!,A. J. Finn,https://amazon.in/Woman-Window-J-Finn/dp/0008294372/ref=zg_bs_1318161031_33/257-3856089-7667249?pd_rd_i=0008294372&psc=1,281.00,4.3,"29,978"
"Crime, Thriller & Mystery",34,The Da Vinci Code: (Robert Langdon Book 2),Dan Brown,https://amazon.in/Vinci-Code-Robert-Langdon/dp/0552161276/ref=zg_bs_1318161031_34/257-3856089-7667249?pd_rd_i=0552161276&psc=1,334.00,4.6,"7,918"
"Crime, Thriller & Mystery",35,The Shining,Stephen King,https://amazon.in/Shining-Stephen-King/dp/1444720724/ref=zg_bs_1318161031_35/257-3856089-7667249?pd_rd_i=1444720724&psc=1,343.00,4.6,"17,730"
"Crime, Thriller & Mystery",36,"The Guest List: From the author of The Hunting Party, the No.1 Sunday Times bestseller and prize winning mystery thriller in 2021",Lucy Foley,https://amazon.in/Guest-List-Lucy-Foley/dp/0008403775/ref=zg_bs_1318161031_36/257-3856089-7667249?pd_rd_i=0008403775&psc=1,276.00,4.1,"50,018"
"Crime, Thriller & Mystery",37,Verity: The thriller that will capture your heart and blow your mind,Colleen Hoover,https://amazon.in/Verity-thriller-that-capture-heart-ebook/dp/B09MYJ83JV/ref=zg_bs_1318161031_37/257-3856089-7667249?pd_rd_i=B09MYJ83JV&psc=1,322.14,4.4,"48,603"
"Crime, Thriller & Mystery",38,Uthra! Uyir Thaa! (Tamil Edition),Rajesh Kumar,https://amazon.in/Uthra-Uyir-Tamil-Rajesh-Kumar-ebook/dp/B091CRT1D1/ref=zg_bs_1318161031_38/257-3856089-7667249?pd_rd_i=B091CRT1D1&psc=1,366.45,4.2,11
"Crime, Thriller & Mystery",39,Dream Town (Aloysius Archer series Book 3),David Baldacci,https://amazon.in/Dream-Town-Aloysius-Archer-Book-ebook/dp/B09HQX4N8R/ref=zg_bs_1318161031_39/257-3856089-7667249?pd_rd_i=B09HQX4N8R&psc=1,379.28,4.0,111
"Crime, Thriller & Mystery",40,Murder on the Orient Express (Poirot),Agatha Christie,https://amazon.in/Murder-Orient-Express-Poirot-Christie/dp/0007527500/ref=zg_bs_1318161031_40/257-3856089-7667249?pd_rd_i=0007527500&psc=1,231.00,4.6,"9,933"
"Crime, Thriller & Mystery",41,KaalKoot: The Lost Himalayan Secret,S. Venkatesh,https://amazon.in/Kalkoot-Himalayan-Secret-S-Venkatesh-ebook/dp/B07L8N3JK9/ref=zg_bs_1318161031_41/257-3856089-7667249?pd_rd_i=B07L8N3JK9&psc=1,175.00,4.3,376
"Crime, Thriller & Mystery",42,Keezhe Vizhatha Nizhal (Tamil Edition),Rajesh Kumar,https://amazon.in/Keezhe-Vizhatha-Nizhal-Tamil-Rajesh-ebook/dp/B07GXR27TL/ref=zg_bs_1318161031_42/257-3856089-7667249?pd_rd_i=B07GXR27TL&psc=1,366.45,4.3,5
"Crime, Thriller & Mystery",43,Poirot's Finest Cases: Eight Full-Cast BBC Radio Dramatisations,Agatha Christie,https://amazon.in/Poirots-Finest-Cases-Full-Cast-Dramatisations/dp/B079Y2G8YN/ref=zg_bs_1318161031_43/257-3856089-7667249?pd_rd_i=B079Y2G8YN&psc=1,NA,4.6,NA
"Crime, Thriller & Mystery",44,The Sweetest Oblivion (Made Book 1),Danielle Lori,https://amazon.in/Sweetest-Oblivion-Made-Book-ebook/dp/B07DS4TZ93/ref=zg_bs_1318161031_44/257-3856089-7667249?pd_rd_i=B07DS4TZ93&psc=1,99.00,4.5,"7,338"
"Crime, Thriller & Mystery",45,Anxious People,Fredrik Backman,https://amazon.in/Anxious-People/dp/B087N3241L/ref=zg_bs_1318161031_45/257-3856089-7667249?pd_rd_i=B087N3241L&psc=1,NA,4.6,NA
"Crime, Thriller & Mystery",46,Poorvjanam (2022): Devraj Chauhan And Mona Chaudhary (PoorvJanam Series (2022) Book 1) (Hindi Edition),Anil Mohan,https://amazon.in/Poorvjanam-Devraj-Chauhan-Chaudhary-PoorvJanam-ebook/dp/B09X44BB69/ref=zg_bs_1318161031_46/257-3856089-7667249?pd_rd_i=B09X44BB69&psc=1,230.00,4.8,17
"Crime, Thriller & Mystery",47,Kuttrangal Kuraivathillai (Tamil Edition),Rajesh Kumar,https://amazon.in/Kuttrangal-Kuraivathillai-Tamil-Rajesh-Kumar-ebook/dp/B07M6G9QRS/ref=zg_bs_1318161031_47/257-3856089-7667249?pd_rd_i=B07M6G9QRS&psc=1,366.45,4.3,3
"Crime, Thriller & Mystery",48,Neela Nira Nimishangal (Tamil Edition),Rajesh Kumar,https://amazon.in/Neela-Nimishangal-Tamil-Rajesh-Kumar-ebook/dp/B07YNXY9X9/ref=zg_bs_1318161031_48/257-3856089-7667249?pd_rd_i=B07YNXY9X9&psc=1,116.82,4.5,NA
"Crime, Thriller & Mystery",49,Empire of Sin: An Enemies to Lovers Romance,Rina Kent,https://amazon.in/Empire-Sin-Enemies-Lovers-Romance-ebook/dp/B09KHBTWQT/ref=zg_bs_1318161031_49/257-3856089-7667249?pd_rd_i=B09KHBTWQT&psc=1,378.00,4.4,"3,680"
"Crime, Thriller & Mystery",50,"Over My Dead Body: The Next Thriller from the Sunday Times Bestselling Author, the Latest Must-Read New Book of 2021 (William Warwick Novels)",Jeffrey Archer,https://amazon.in/Over-Dead-Body-Bestselling-Must-Read/dp/0008476403/ref=zg_bs_1318161031_50/257-3856089-7667249?pd_rd_i=0008476403&psc=1,309.00,4.3,"4,789"
"Crime, Thriller & Mystery",51,The Modern Break-Up,Daniel Chidiac,https://amazon.in/Modern-Break-Up-Daniel-Chidiac/dp/0987166557/ref=zg_bs_1318161031_1/260-2637045-6187237?pd_rd_i=0987166557&psc=1,160.00,4.2,"4,387"
"Crime, Thriller & Mystery",52,விளையாடு வேட்டையாடு- Season 1: Vilaiyadu Vettaiyadu- Season 1 (Tamil Edition),ஆத்விகா பொம்மு (Aadvika pommu),https://amazon.in/%E0%AE%B5%E0%AE%BF%E0%AE%B3%E0%AF%88%E0%AE%AF%E0%AE%BE%E0%AE%9F%E0%AF%81-%E0%AE%B5%E0%AF%87%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AF%88%E0%AE%AF%E0%AE%BE%E0%AE%9F%E0%AF%81-Season-Vilaiyadu-Vettaiyadu-ebook/dp/B09LHXJNH4/ref=zg_bs_1318161031_2/260-2637045-6187237?pd_rd_i=B09LHXJNH4&psc=1,"1,500.00",4.5,NA
"Crime, Thriller & Mystery",53,"The Maid: The instant Sunday Times and the No.1 New York Times bestseller, a gripping read in mystery books that everyone’s talking about",Nita Prose,https://amazon.in/Maid-hotly-anticipated-debut-2022-ebook/dp/B08R8SH69Y/ref=zg_bs_1318161031_3/260-2637045-6187237?pd_rd_i=B08R8SH69Y&psc=1,303.02,4.2,"21,047"
"Crime, Thriller & Mystery",54,Project Hail Mary: From the bestselling author of The Martian,Andy Weir,https://amazon.in/Project-Hail-Mary-bestselling-Martian/dp/1529100623/ref=zg_bs_1318161031_4/260-2637045-6187237?pd_rd_i=1529100623&psc=1,498.00,4.7,"33,466"
"Crime, Thriller & Mystery",55,Vithi Puthithu (Tamil Edition),Rajesh Kumar,https://amazon.in/Vithi-Puthithu-Tamil-Rajesh-Kumar-ebook/dp/B09B544VRN/ref=zg_bs_1318161031_5/260-2637045-6187237?pd_rd_i=B09B544VRN&psc=1,366.45,3.4,4
"Crime, Thriller & Mystery",56,Where the Crawdads Sing,Delia Owens,https://amazon.in/Where-Crawdads-Sing-Delia-Owens-ebook/dp/B07JZH997Q/ref=zg_bs_1318161031_6/260-2637045-6187237?pd_rd_i=B07JZH997Q&psc=1,129.00,4.5,"196,447"
"Crime, Thriller & Mystery",57,Vivek Viyugam (Tamil Edition),Rajesh Kumar,https://amazon.in/Vivek-Viyugam-Tamil-Rajesh-Kumar-ebook/dp/B09BL9GT64/ref=zg_bs_1318161031_7/260-2637045-6187237?pd_rd_i=B09BL9GT64&psc=1,116.82,4.0,6
"Crime, Thriller & Mystery",58,Mugamatra Nizhalgal (Tamil Edition),Rajesh Kumar,https://amazon.in/Mugamatra-Nizhalgal-Tamil-Rajesh-Kumar-ebook/dp/B07CZDXSBL/ref=zg_bs_1318161031_8/260-2637045-6187237?pd_rd_i=B07CZDXSBL&psc=1,366.45,4.0,NA
"Crime, Thriller & Mystery",59,And Then There Were None: The best-selling murder mystery of all time (Agatha Christie Collection),Agatha Christie,https://amazon.in/Then-There-Agatha-Christie-Collection-ebook/dp/B0046H95RM/ref=zg_bs_1318161031_9/260-2637045-6187237?pd_rd_i=B0046H95RM&psc=1,101.16,4.6,"17,629"
"Crime, Thriller & Mystery",60,Ini Varum Nimishangal (Tamil Edition),Rajesh Kumar,https://amazon.in/Varum-Nimishangal-Tamil-Rajesh-Kumar-ebook/dp/B09B53MZCJ/ref=zg_bs_1318161031_10/260-2637045-6187237?pd_rd_i=B09B53MZCJ&psc=1,366.45,4.8,6
"Crime, Thriller & Mystery",61,The Thursday Murder Club: (The Thursday Murder Club 1),Richard Osman,https://amazon.in/Thursday-Murder-Club-Record-Breaking-Bestseller/dp/0241988268/ref=zg_bs_1318161031_11/260-2637045-6187237?pd_rd_i=0241988268&psc=1,345.82,4.2,"76,599"
"Crime, Thriller & Mystery",62,The Perfect Murder,Ruskin Bond,https://amazon.in/Perfect-Murder-Ruskin-Bond/dp/8129144972/ref=zg_bs_1318161031_12/260-2637045-6187237?pd_rd_i=8129144972&psc=1,192.00,4.1,719
"Crime, Thriller & Mystery",63,Rajesh Kumar,Rajesh Kumar,https://amazon.in/Vaadagaikku-Uyir-Tamil-Rajesh-Kumar-ebook/dp/B09Q156SGC/ref=zg_bs_1318161031_13/260-2637045-6187237?pd_rd_i=B09Q156SGC&psc=1,366.45,NA,NA
"Crime, Thriller & Mystery",64,Gone Girl,Gillian Flynn,https://amazon.in/Gone-Girl-Gillian-Flynn/dp/1780221355/ref=zg_bs_1318161031_14/260-2637045-6187237?pd_rd_i=1780221355&psc=1,334.00,4.4,"55,304"
"Crime, Thriller & Mystery",65,The Perfect Murder,Ruskin Bond,https://amazon.in/Perfect-Murder-Ruskin-Bond-ebook/dp/B01MY09C7U/ref=zg_bs_1318161031_15/260-2637045-6187237?pd_rd_i=B01MY09C7U&psc=1,149.47,4.1,719
"Crime, Thriller & Mystery",66,The Girl Who Knew Too Much: What if the Loved One You Lost Were to Come Back?,Vikrant Khanna,https://amazon.in/Girl-Who-Knew-Too-Much/dp/0143439944/ref=zg_bs_1318161031_16/260-2637045-6187237?pd_rd_i=0143439944&psc=1,159.00,4.1,"1,762"
"Crime, Thriller & Mystery",67,TAFTEESH (Hindi Edition),SABA KHAN,https://amazon.in/TAFTEESH-Hindi-SABA-KHAN-ebook/dp/B09VD74MDY/ref=zg_bs_1318161031_17/260-2637045-6187237?pd_rd_i=B09VD74MDY&psc=1,175.00,4.1,NA
"Crime, Thriller & Mystery",68,The Girl Who Lived: A Thrilling Suspense Novel,Christopher Greyson,https://amazon.in/Girl-Who-Lived-Thrilling-Suspense-ebook/dp/B076FNQWTF/ref=zg_bs_1318161031_18/260-2637045-6187237?pd_rd_i=B076FNQWTF&psc=1,449.00,4.2,"7,996"
"Crime, Thriller & Mystery",69,Don't Wake Up: The most gripping first chapter you will ever read!,Liz Lawler,https://amazon.in/Dont-Wake-Up-gripping-chapter-ebook/dp/B01NBFD4YR/ref=zg_bs_1318161031_19/260-2637045-6187237?pd_rd_i=B01NBFD4YR&psc=1,292.74,4.4,"4,067"
"Crime, Thriller & Mystery",70,Call of the Raven: The Sunday Times bestselling thriller,Wilbur Smith,https://amazon.in/Call-Raven-Wilbur-Smith-ebook/dp/B07ZHFG2WK/ref=zg_bs_1318161031_20/260-2637045-6187237?pd_rd_i=B07ZHFG2WK&psc=1,218.50,4.4,"4,357"
"Crime, Thriller & Mystery",71,बदमाश कंपनी : suspence & thriller (Hindi Edition),anil garg,https://amazon.in/%E0%A4%AC%E0%A4%A6%E0%A4%AE%E0%A4%BE%E0%A4%B6-%E0%A4%95%E0%A4%82%E0%A4%AA%E0%A4%A8%E0%A5%80-suspence-thriller-Hindi-ebook/dp/B09WMKHM88/ref=zg_bs_1318161031_21/260-2637045-6187237?pd_rd_i=B09WMKHM88&psc=1,99.00,3.8,NA
"Crime, Thriller & Mystery",72,Inba Athirchi Nilayam (Tamil Edition),Rajesh Kumar,https://amazon.in/Athirchi-Nilayam-Tamil-Rajesh-Kumar-ebook/dp/B07SJC5FRK/ref=zg_bs_1318161031_22/260-2637045-6187237?pd_rd_i=B07SJC5FRK&psc=1,116.82,3.5,4
"Crime, Thriller & Mystery",73,The Maddest Obsession (Made Book 2),Danielle Lori,https://amazon.in/Maddest-Obsession-Made-Book-ebook/dp/B07QQLW215/ref=zg_bs_1318161031_23/260-2637045-6187237?pd_rd_i=B07QQLW215&psc=1,275.00,4.6,"4,865"
"Crime, Thriller & Mystery",74,"Ponniyin Selvan - Part 1 [The Son of Ponni, Part 1]",Kalki,https://amazon.in/Ponniyin-Selvan-Part-Son-Ponni/dp/B08GF1FQH8/ref=zg_bs_1318161031_24/260-2637045-6187237?pd_rd_i=B08GF1FQH8&psc=1,NA,4.4,NA
"Crime, Thriller & Mystery",75,A Game of Thrones: Book 1 of A Song of Ice and Fire,Roy Dotrice,https://amazon.in/Game-Thrones-Book-Song-Fire/dp/B07B63T47G/ref=zg_bs_1318161031_25/260-2637045-6187237?pd_rd_i=B07B63T47G&psc=1,NA,4.6,NA
"Crime, Thriller & Mystery",76,Dark Matter,Blake Crouch,https://amazon.in/Dark-Matter/dp/B07B7BKT8Y/ref=zg_bs_1318161031_26/260-2637045-6187237?pd_rd_i=B07B7BKT8Y&psc=1,NA,4.5,NA
"Crime, Thriller & Mystery",77,DHIGIL VINAADI: திகில் வினாடி! (NAREN) (Tamil Edition),SUBHA SURESH BALA,https://amazon.in/DHIGIL-VINAADI-%E0%AE%A4%E0%AE%BF%E0%AE%95%E0%AE%BF%E0%AE%B2%E0%AF%8D-%E0%AE%B5%E0%AE%BF%E0%AE%A9%E0%AE%BE%E0%AE%9F%E0%AE%BF-NAREN-ebook/dp/B09XTNDKVC/ref=zg_bs_1318161031_27/260-2637045-6187237?pd_rd_i=B09XTNDKVC&psc=1,60.00,3.0,1
"Crime, Thriller & Mystery",78,Project Hail Mary: From the bestselling author of The Martian,Andy Weir,https://amazon.in/Project-Hail-Mary-bestselling-Martian-ebook/dp/B08FFJS3YW/ref=zg_bs_1318161031_28/260-2637045-6187237?pd_rd_i=B08FFJS3YW&psc=1,329.93,4.7,"33,466"
"Crime, Thriller & Mystery",79,Oosi Munaiyil Oru Uyir (Tamil Edition),Rajesh Kumar,https://amazon.in/Oosi-Munaiyil-Oru-Uyir-Tamil-ebook/dp/B07TTD41KD/ref=zg_bs_1318161031_29/260-2637045-6187237?pd_rd_i=B07TTD41KD&psc=1,57.82,5.0,NA
"Crime, Thriller & Mystery",80,Saiva Kokkugal (Tamil Edition),Rajesh Kumar,https://amazon.in/Saiva-Kokkugal-Tamil-Rajesh-Kumar-ebook/dp/B09CMNJQQ1/ref=zg_bs_1318161031_30/260-2637045-6187237?pd_rd_i=B09CMNJQQ1&psc=1,366.45,4.5,2
"Crime, Thriller & Mystery",81,Lord of the Flies (Ff Classics),William Golding,https://amazon.in/Faber-Classics-Lord-Flies-Ff/dp/0571200532/ref=zg_bs_1318161031_81/260-2637045-6187237?pd_rd_i=0571200532&psc=1,274.00,4.4,"22,409"
"Crime, Thriller & Mystery",82,The Influencer: Speed Must Have a Limit,Abhaidev,https://amazon.in/Influencer-Speed-Must-Have-Limit-ebook/dp/B097TQNWN2/ref=zg_bs_1318161031_82/260-2637045-6187237?pd_rd_i=B097TQNWN2&psc=1,99.00,4.4,305
"Crime, Thriller & Mystery",83,The Paris Apartment: The unmissable new murder mystery thriller for 2022 from the No.1 bestselling and award winning author of The Guest List,Lucy Foley,https://amazon.in/Paris-Apartment-unmissable-thriller-bestselling/dp/0008514194/ref=zg_bs_1318161031_83/260-2637045-6187237?pd_rd_i=0008514194&psc=1,390.00,4.1,"7,955"
"Crime, Thriller & Mystery",84,Shantaram,Gregory David Roberts,https://amazon.in/Shantaram-Gregory-David-Roberts/dp/0349117543/ref=zg_bs_1318161031_84/260-2637045-6187237?pd_rd_i=0349117543&psc=1,425.00,4.6,"7,914"
"Crime, Thriller & Mystery",85,Kanmani Nillu! Kaaranam Sollu! (Tamil Edition),Rajesh Kumar,https://amazon.in/Kanmani-Nillu-Kaaranam-Sollu-Tamil-ebook/dp/B07MRDYMNF/ref=zg_bs_1318161031_85/260-2637045-6187237?pd_rd_i=B07MRDYMNF&psc=1,116.82,3.6,5
"Crime, Thriller & Mystery",86,The Search: A Perfect Murder Mystery,Vishal Anand,https://amazon.in/Search-Perfect-Murder-Mystery/dp/8195452000/ref=zg_bs_1318161031_86/260-2637045-6187237?pd_rd_i=8195452000&psc=1,152.00,4.4,218
"Crime, Thriller & Mystery",87,Ria Dutta,Ria Dutta,https://amazon.in/Confessions-Dyslexic-Lover-Ria-Dutta/dp/9390040612/ref=zg_bs_1318161031_87/260-2637045-6187237?pd_rd_i=9390040612&psc=1,199.00,NA,NA
"Crime, Thriller & Mystery",88,The Complete Adventures of Feluda Vol. 2,Satyajit Ray,https://amazon.in/Complete-Adventures-Feluda-Vol/dp/0143425048/ref=zg_bs_1318161031_88/260-2637045-6187237?pd_rd_i=0143425048&psc=1,359.00,4.7,555
"Crime, Thriller & Mystery",89,Oru Mazhai Naalil (Tamil Edition),Rajesh Kumar,https://amazon.in/Mazhai-Naalil-Tamil-Rajesh-Kumar-ebook/dp/B091CV9HV1/ref=zg_bs_1318161031_89/260-2637045-6187237?pd_rd_i=B091CV9HV1&psc=1,366.45,3.6,13
